Haleluya! Pujilah Allah dalam tempat kudus-Nya! Pujilah Dia dalam cakrawala-Nya yang kuat!	Molja’agi PANGERAN! Molja’agi Pangeran e dhalem Padalemmanna! Molja’agi kakowadanna e bang-abang!
Jadilah bagiku gunung batu, tempat berteduh, kubu pertahanan untuk menyelamatkan aku; sebab Engkaulah bukit batuku dan pertahananku.	Ngereng Junandalem daddi gunong bato kennengnganna abdidalem ngaop; sareng daddi binteng se koko kennengnganna abdidalem nyare salamet. Sabab Junandalem sowaka sareng kennengnganna kasalameddan monggu ka abdidalem ka’dhinto.
Ya Allahku, luputkanlah aku dari tangan orang fasik, dari cengkeraman orang-orang lalim dan kejam.	Ya Allah, palopottagi abdidalem dhari oreng jahat, dhari kobasana oreng se kejjem sareng daraka.
Sebab Engkaulah harapanku, ya Tuhan, kepercayaanku sejak masa muda, ya ALLAH.	Sabab Junandalem pangarebban abdidalem, Guste ALLAH Se Mahatenggi; abdidalem parcaja ka Junandalem ngabidi gi’ kene’.
Kepada-Mulah aku bertopang mulai dari kandungan, Engkau telah mengeluarkan aku dari perut ibuku; Engkau yang selalu kupuji-puji.	Saomorra abdidalem terros nyandhar ka Junandalem; Junandalem se ajaga abdidalem ngabidi abdidalem lahir, daddi abdidalem ngagungngagi Junandalem terros.
Bagi banyak orang aku seperti tanda ajaib, karena Engkaulah tempat perlindunganku yang kuat.	Odhi’ abdidalem daddi conto ka oreng bannya’, sabab Junandalem pangaoban abdidalem se kowat.
Mulutku penuh dengan puji-pujian kepada-Mu, dengan penghormatan kepada-Mu sepanjang hari.	Abdidalem ros-terrosan moji Junandalem, saare benteng abdidalem aberta’agi kaagunganna Junandalem.
Janganlah membuang aku pada masa tuaku, janganlah meninggalkan aku apabila kekuatanku habis.	Ja’ buwang abdidalem manabi ampon towa, ja’ dinggallagi abdidalem manabi ampon ta’ gadhuwan kakowadan,
Sebab musuh-musuhku berkata-kata tentang aku, orang-orang yang mengincar nyawaku berunding bersama-sama	sabab so-moso padha ngacaca abdidalem se terro mateyana abdidalem padha asakongkel.
dan berkata: "Allah telah meninggalkan dia, kejar dan tangkaplah dia, sebab tidak ada yang melepaskan dia!"	Ca’epon reng-oreng gapaneka, "Oreng rowa la edina bi’ Allah; mara serser, mara pega’ sabab la tadha’ se masalamedda oreng rowa."
Ya Allah, janganlah jauh dari padaku! Allahku, segeralah menolong aku!	Ja’ majau dhari abdidalem, Guste Allah, Ya Allah, ngereng duli tolong abdidalem.
Biarlah mendapat malu dan menjadi habis orang-orang yang memusuhi jiwaku; biarlah berselubungkan cela dan noda orang-orang yang mengikhtiarkan celakaku!	Diggal oreng se nyerrang abdidalem me’ olle epamalo sareng epatompes, oreng se macalaka’a abdidalem me’ olle eya-seya sareng katodhusen.
Tetapi aku senantiasa mau berharap dan menambah puji-pujian kepada-Mu;	Namong abdidalem terrosa ngarep ka Junandalem, sareng sajana bajeng se moji Junandalem.
mulutku akan menceritakan keadilan-Mu dan keselamatan yang dari pada-Mu sepanjang hari, sebab aku tidak dapat menghitungnya.	Saare benteng abdidalem nyareta’agiya sadajana kaadilan sareng kasalameddan se ta’ kabitong saponapa bannya’na, se sadajana dhari Junandalem asalla.
Aku datang dengan keperkasaan-keperkasaan Tuhan ALLAH, hendak memasyhurkan hanya keadilan-Mu saja!	Abdidalem mojiya kobasana Junandalem, Guste ALLAH Se Mahatenggi, abdidalem makalonta’a kaadilanna Junandalem, namong kaadilanna Junandalem saos.
Ya Allah, Engkau telah mengajar aku sejak kecilku, dan sampai sekarang aku memberitakan perbuatan-Mu yang ajaib;	Ya Allah, Junandalem apareng kasalameddan ka abdidalem dhari gi’ kene’, kantos mangken abdidalem nyareta’agi sadaja se elampa’agi Junandalem se makasambu’ ate.
juga sampai masa tuaku dan putih rambutku, ya Allah, janganlah meninggalkan aku, supaya aku memberitakan kuasa-Mu kepada angkatan ini, keperkasaan-Mu kepada semua orang yang akan datang.	Ya Allah, ja’ dinggallagi abdidalem, kantos abdidalem towa sareng oban, sopaja abdidalem aberta’agi kobasana sareng kaparjuga’anna Junandalem, ka sadajana katoronan se bakal dhateng.
Keadilan-Mu, ya Allah, sampai ke langit. Engkau yang telah melakukan hal-hal yang besar, ya Allah, siapakah seperti Engkau?	Ya Allah, kaadilannepon Junandalem salangnge’ tenggina; se elampa’agi Junandalem talebat rajana; pasera se nandhinge Junandalem?
Engkau yang telah membuat aku mengalami banyak kesusahan dan malapetaka, Engkau akan menghidupkan aku kembali, dan dari samudera raya bumi Engkau akan menaikkan aku kembali.	Junandalem marenge abdidalem kasossa’an se berra’ sabannya’na, namong Junandalem mabaliya kakowadan abdidalem akadi asalla, sareng majaga abdidalem dhari makam.
Engkau akan menambah kebesaranku dan akan berpaling menghibur aku.	Junandalem bakal madaddiya abdidalem amolja’an dhari gi’ dhimen, sareng apareng panglepor ka abdidalem pole.
Akupun mau menyanyikan syukur bagi-Mu dengan gambus atas kesetiaan-Mu, ya Allahku, menyanyikan mazmur bagi-Mu dengan kecapi, ya Yang Kudus Israel.	Abdidalem mojiya Junandalem sareng gambus, sabab Junandalem esto, Guste Allah. Abdidalem anyanye amolja’agiya Junandalem sareng calempong, mojiya Junandalem, Guste, Allahna Isra’il se socce.
Bibirku bersorak-sorai sementara menyanyikan mazmur bagi-Mu, juga jiwaku yang telah Kaubebaskan.	Abdidalem asoraga ce’ gumbirana sambi anyanye amolja’agi Junandalem. Badan sareng sokma abdidalem anyanye kaperagen, polana Junandalem masalamet abdidalem.
Lidahku juga menyebut-nyebut keadilan-Mu sepanjang hari, sebab akan mendapat malu dan tersipu-sipu orang-orang yang mengikhtiarkan celakaku.	Saare benteng abdidalem aberta’agiya kaadilannepon Junandalem, sabab reng-oreng se macalaka’a abdidalem ampon epakala ban epamalo sareng Junandalem.
Untuk pemimpin biduan. Dari Daud, pada waktu mempersembahkan korban peringatan. Ya Allah, bersegeralah melepaskan aku, menolong aku, ya TUHAN!	Kaangguy pamimpinna koor. Dhari Daud, e bakto ngatorragi kurban parengeddan. Ya Allah, nyo’ona salamet abdidalem, ngereng duli tolong abdidalem, GUSTE!
Biarlah mendapat malu dan tersipu-sipu mereka yang ingin mencabut nyawaku; biarlah mundur dan kena noda mereka yang mengingini kecelakaanku;	Diggal oreng se terro mateyana abdidalem me’ olle epakala sareng buru kabingongan. Diggal oreng se asorak polana abdidalem manggi kasossa’an me’ olle tako’, laju nyorot sareng eya-seya.
biarlah berbalik karena malu mereka yang mengatakan: "Syukur, syukur!"	Diggal oreng se ngala’-gella’ abdidalem me’ olle takerjat sareng malo.
Biarlah bergirang dan bersukacita karena Engkau semua orang yang mencari Engkau; biarlah mereka yang mencintai keselamatan dari pada-Mu selalu berkata: "Allah itu besar!"	Sadajana oreng se nyemba ka Junandalem moga eparengngana perak sareng gumbira. Sadajana oreng se asokkor lantaran epasalamet Junandalem moga ros-terrosana ngoca’, "Agung onggu Pangeran reya!"
Tetapi aku ini sengsara dan miskin--ya Allah, segeralah datang! Engkaulah yang menolong aku dan meluputkan aku; ya TUHAN, janganlah lambat datang!	Abdidalem ka’dhinto mesken sareng ta’ gadhuwan kakowadan; ngereng duli rabu, Guste Allah. Junandalem se nolong sareng masalamet abdidalem, ngereng ja’ patellat se nolonga abdidalem, GUSTE.
Untuk pemimpin biduan. Menurut lagu: Bunga bakung. Dari Daud. Selamatkanlah aku, ya Allah, sebab air telah naik sampai ke leherku!	Kaangguy pamimpinna koor. Menorot nyanyeyan: Kembang Kacobung. Dhari Daud. Ya Allah, nyo’ona salamet abdidalem, Guste, sabab aeng ampon ongga gan le’er.
Aku tenggelam ke dalam rawa yang dalam, tidak ada tempat bertumpu; aku telah terperosok ke air yang dalam, gelombang pasang menghanyutkan aku.	Abdidalem tacellet ka cellot se dhalem, ta’ manggi tana panedda’anna soko. Abdidalem tasellem e aeng se dhalem, eanyo’ omba’ raja se santer.
Lesu aku karena berseru-seru, kerongkonganku kering; mataku nyeri karena mengharapkan Allahku.	Abdidalem ampon lesso se ra’-era’an, le’er kantos kerreng rassana. Mata kantos peddi anante’ bantowan dhari Junandalem, Guste Allah.
Orang-orang yang membenci aku tanpa alasan lebih banyak dari pada rambut di kepalaku; terlalu besar jumlah orang-orang yang hendak membinasakan aku, yang memusuhi aku tanpa sebab; aku dipaksa untuk mengembalikan apa yang tidak kurampas.	Oreng se baji’ ka abdidalem ta’ kalaban badha sababba, abannya’an dhari obu’ se tombu e cethak. Abdidalem epateyana reng-oreng kowat; se nyerrang abdidalem ngangguy petenna. Abdidalem epaksa mabali rang-barang se banne hasella rampasan.
Ya Allah, Engkau mengetahui kebodohanku, kesalahan-kesalahanku tidak tersembunyi bagi-Mu.	Ya Allah, Junandalem ngagali sadajana kasala’an abdidalem, dusa abdidalem ta’ ekenneng errep dhari Junandalem.
Janganlah mendapat malu oleh karena aku orang-orang yang menantikan Engkau, ya Tuhan, ALLAH semesta alam! Janganlah kena noda oleh karena aku orang-orang yang mencari Engkau, ya Allah Israel!	Ja’ kantos abdidalem matodhusan reng-oreng se ngarep ka Junandalem, Guste ALLAH Se Mahatenggi, Se Mahakobasa. Ya Allah Isra’il, ja’ kantos abdidalem madhateng nespa ka reng-oreng se nyemba Junandalem!
Sebab oleh karena Engkaulah aku menanggung cela, noda meliputi mukaku.	Sabab lantaran Junandalem abdidalem eya-seya, lantaran Junandalem abdidalem ecale oreng sabannya’na.
Aku telah menjadi orang luar bagi saudara-saudaraku, orang asing bagi anak-anak ibuku;	Abdidalem akadi oreng manca e seddi’na la-bala sadajana, ale’ kaka’ tadha’ se kennala.
sebab cinta untuk rumah-Mu menghanguskan aku, dan kata-kata yang mencela Engkau telah menimpa aku.	Samangat abdidalem rabbang lantaran taresna ka Padalemmannepon Junandalem; abdidalem eya-seya reng-oreng se ya-nyeya Junandalem.
Aku meremukkan diriku dengan berpuasa, tetapi itupun menjadi cela bagiku;	Abdidalem apowasa marendha aba’, namong eya-seya sareng reng-oreng.
aku membuat kain kabung menjadi pakaianku, aku menjadi sindiran bagi mereka.	Abdidalem ngangguy kaen karong partandha sossa, namong ekala’-gella’ oreng sabannya’na.
Aku menjadi buah bibir orang-orang yang duduk di pintu gerbang, dengan kecapi peminum-peminum menyanyi tentang aku.	Abdidalem daddi rarasanna oreng, reng-oreng mabu’ padha anyanye parkara abdidalem.
Tetapi aku, aku berdoa kepada-Mu, ya TUHAN, pada waktu Engkau berkenan, ya Allah; demi kasih setia-Mu yang besar jawablah aku dengan pertolongan-Mu yang setia!	Namong abdidalem adu’a ka Junandalem, GUSTE, Ya Allah, kasokana Junandalem nyaodi e bakto se sae. Nyo’ona tolong abdidalem, lantaran taresnana Junandalem se raja, sareng lantaran kaestowannepon Junandalem.
Lepaskanlah aku dari dalam lumpur, supaya jangan aku tenggelam, biarlah aku dilepaskan dari orang-orang yang membenci aku, dan dari air yang dalam!	Ja’ kantos abdidalem tasellem e dhalem cellot, nyo’ona salamet abdidalem dhari reng-oreng se baji’ ka abdidalem, sareng dhari aeng se dhalem.
Janganlah gelombang air menghanyutkan aku, atau tubir menelan aku, atau sumur menutup mulutnya di atasku.	Ja’ kantos abdidalem eanyo’ omba’ raja, sareng tasellem e dhasarra tase’ otaba ekobur e dhalem lobang.
Jawablah aku, ya TUHAN, sebab kasih setia-Mu baik, berpalinglah kepadaku menurut rahmat-Mu yang besar!	Ngereng abdidalem saodi, GUSTE, sabab Junandalem sae sareng taresna salanjangnga. Kasokana Junandalem atole ka abdidalem samangken, sabab bellas asena Junandalem talebat rajana.
Janganlah sembunyikan wajah-Mu kepada hamba-Mu, sebab aku tersesak; segeralah menjawab aku!	Ja’ ngetek dhari abdidalem ka’dhinto, sabab abdidalem kasossa’an, ngereng duliyan, abdidalem nyo’ona tolong.
Datanglah kepadaku, tebuslah aku, bebaskanlah aku oleh karena musuh-musuhku.	Ngereng ka ka’dhinto, pasalamet abdidalem, palopottagi dhari moso.
Engkau mengenal celaku, maluku dan nodaku; semua lawanku ada di hadapan-Mu.	Junandalem ngagali saponapa abdidalem eya-seya, ecale sareng epanespa, Junandalem ngagali ka moso abdidalem sadajana.
Cela itu telah mematahkan hatiku, dan aku putus asa; aku menantikan belas kasihan, tetapi sia-sia, menantikan penghibur-penghibur, tetapi tidak kudapati.	Ate abdidalem ancor lantaran eya-seya, abdidalem kantos potos pangarep. Abdidalem nyare kabellasan, namong tadha’ ollena; abdidalem nyare panglepor, namong ta’ manggi pa-ponapa.
Bahkan, mereka memberi aku makan racun, dan pada waktu aku haus, mereka memberi aku minum anggur asam.	La’-mala’ abdidalem epakon neddha racon e bakto lapar; e bakto pelka’ epakon ngenom cokka.
Biarlah jamuan yang di depan mereka menjadi jerat, dan selamatan mereka menjadi perangkap.	Mandar pestana reng-oreng gapaneka madhatengnga calaka’ ka aba’na, sareng daddi jebbak ka para tamoyya.
Biarlah mata mereka menjadi gelap, sehingga mereka tidak melihat; buatlah pinggang mereka goyah senantiasa!	Mandar tengalla eparengngana buta, balikadda eparengngana ta’ kowat.
Tumpahkanlah amarah-Mu ke atas mereka, dan biarlah murka-Mu yang menyala-nyala menimpa mereka.	Teba’agi dukaepon Junandalem ka reng-oreng gapaneka, me’ olle reng-oreng gapaneka katebanan babendunnepon Junandalem se rabbang lap-ngolap.
Biarlah perkemahan mereka menjadi sunyi, dan biarlah kemah-kemah mereka tidak ada penghuninya.	Diggal parkemahannepon me’ olle seppe, sadajaepon kemahna me’ olle tadha’ orengnga.
Sebab mereka mengejar orang yang Kaupukul, mereka menambah kesakitan orang-orang yang Kautikam.	Sabab reng-oreng gapaneka nganeyaja reng-oreng se eokom Junandalem, sareng ngacaca reng-oreng se eseksa Junandalem.
Tambahkanlah salah kepada salah mereka, dan janganlah sampai Engkau membenarkan mereka!	Diggal kasala’anna me’ olle sajan bannya’; ja’ pabendherragi reng-oreng gapaneka.
Biarlah mereka dihapuskan dari kitab kehidupan, janganlah mereka tercatat bersama-sama dengan orang-orang yang benar!	Diggal nyamana me’ olle ekosot dhari ketabba oreng odhi’; ban ta’ ecathet e dhalem dhaftarra reng-oreng se jujur.
Tetapi aku ini tertindas dan kesakitan, keselamatan dari pada-Mu, ya Allah, kiranya melindungi aku!	Namong abdidalem etendhes kantos sake’ sadaja, angkessagi abdidalem, Guste, pasalamettagi.
Aku akan memuji-muji nama Allah dengan nyanyian, mengagungkan Dia dengan nyanyian syukur;	Daddi sengko’ anyanye ngagungngagiya Allah, amolja’agiya Salerana sambi anyanye asokkor.
pada pemandangan Allah itu lebih baik dari pada sapi jantan, dari pada lembu jantan yang bertanduk dan berkuku belah.	Jareya lebbi ekasokane PANGERAN ebandhing kurban sape lake’, kurban sape lake’ se raja.
Lihatlah, hai orang-orang yang rendah hati, dan bersukacitalah; kamu yang mencari Allah, biarlah hatimu hidup kembali!	Nangale’e jareya, oreng se tatendhes perak, oreng se nyemba Allah padha raja atena.
Sebab TUHAN mendengarkan orang-orang miskin, dan tidak memandang hina orang-orang-Nya dalam tahanan.	Sabab PANGERAN meyarsa’agi oreng se mesken, ta’ loppa ka oreng se epenjara.
Biarlah langit dan bumi memuji-muji Dia, lautan dan segala yang bergerak di dalamnya.	Molja’agi Allah, langnge’ ban bume, tase’ raja ban saessena.
Sebab Allah akan menyelamatkan Sion dan membangun kota-kota Yehuda, supaya orang-orang diam di sana dan memilikinya;	Allah masalamedda Yerusalim ban majaga’a pole tha-kottha Yehuda. Ommadda Pangeran ennengnga e jadhiya, tana jareya daddiya andhi’na.
anak cucu hamba-hamba-Nya akan mewarisinya, dan orang-orang yang mencintai nama-Nya akan diam di situ.	Na’ potona bakal narema’a sangkol tana jareya, reng-oreng se taresna ka Pangeran bakal ennengnga e jadhiya.
Untuk pemimpin biduan. Mazmur Daud. Nyanyian. Allah bangkit, maka terseraklah musuh-musuh-Nya, orang-orang yang membenci Dia melarikan diri dari hadapan-Nya.	Kaangguy pamimpinna koor. Jaburra Daud. Allah ngadek, mosona epabalessudan, oreng se baji’ ka Salerana padha buru asalebbudan.
Seperti asap hilang tertiup, seperti lilin meleleh di depan api, demikianlah orang-orang fasik binasa di hadapan Allah.	Allah ngojuk reng-oreng jareya, epakantha okos se ekebbat angen sampe’ elang. Akantha lilin se ngalelle e dhalem apoy kantha jareya oreng jahat mosna e ajunanna Allah.
Tetapi orang-orang benar bersukacita, mereka beria-ria di hadapan Allah, bergembira dan bersukacita.	Tape oreng alem perak ban anga-bunga, asorak kaperagen e ajunanna Allah.
Bernyanyilah bagi Allah, mazmurkanlah nama-Nya, buatlah jalan bagi Dia yang berkendaraan melintasi awan-awan! Nama-Nya ialah TUHAN; beria-rialah di hadapan-Nya!	Mara nyanye amolja’agi Allah, molja’agi asmana, sadhiya’agi jalan raja se elebadana Salerana se netene ondhem. Asmana iya areya PANGERAN — mara anga-bunga e ajunanna!
Bapa bagi anak yatim dan Pelindung bagi para janda, itulah Allah di kediaman-Nya yang kudus;	Allah se alenggi e Padalemmanna se Socce jareya ramana kana’ jatim ban se abillai para randha se ta’ andhi’ lake.
Allah memberi tempat tinggal kepada orang-orang sebatang kara, Ia mengeluarkan orang-orang tahanan, sehingga mereka bahagia, tetapi pemberontak-pemberontak tinggal di tanah yang gundul.	Allah apareng kennengngan ka oreng se kadibi’an, mabebas para tahanan sampe’ padha senneng odhi’na. Tape reng-oreng se ta’ atoro’ ka Pangeran kodu enneng e tana se kajal.
Ya Allah, ketika Engkau maju berperang di depan umat-Mu, ketika Engkau melangkah di padang belantara, Sela	Ya Allah, e bakto Junandalem nonton ommadda se ajalan lebat e ra-ara se kerreng,
bergoncanglah bumi, bahkan langit mencurahkan hujan di hadapan Allah; Sinai bergoyang di hadapan Allah, Allah Israel.	bume agaledder, ojan ngalowa e ajunannepon Junandalem lantaran rabuna Allah Sinay, Allah Isra’il.
Hujan yang melimpah Engkau siramkan, ya Allah; Engkau memulihkan tanah milik-Mu yang gersang,	Junandalem matoron ojan sabannya’na ka bume, mabali one tana kajal se kerreng.
sehingga kawanan hewan-Mu menetap di sana; dalam kebaikan-Mu Engkau memenuhi kebutuhan orang yang tertindas, ya Allah.	Ommattepon Junandalem pas enneng e ka’dhissa’; e dhalem kabecce’annepon Junandalem, Guste, Junandalem meyara oreng mesken.
Tuhan menyampaikan sabda; orang-orang yang membawa kabar baik itu merupakan tentara yang besar:	Pangeran apareng potosan, babine’an laju padha ngeba berta:
Raja-raja segala tentara melarikan diri, melarikan diri, dan perempuan di rumah membagi-bagi jarahan.	"To-rato ban pasukanna la padha buru!" Paburuna akantha dara ngabber ka tenggina. Babine’an e bengkona padha gi-magi salaka ban emmas se edina’agi. Maske bannya’ se ta’ noro’ aperrang, ommadda Allah la olle kamennangan.
Ketika Yang Mahakuasa menyerakkan raja-raja di sana, turunlah salju di atas gunung Zalmon.	E bakto Allah Se Mahakobasa masalebbudan to-rato e jadhiya, salju toron dhari Gunong Salmon.
Gunung Allah gunung Basan itu, gunung yang berpuncak banyak gunung Basan itu!	Gunong Basyan reya ce’ rajana, gunong se bannya’ konco’na.
