Berfirmanlah TUHAN kepada Musa:	Dhabuna PANGERAN ka Mosa,
Selanjutnya kata Musa: "Makanlah itu pada hari ini, sebab hari ini adalah sabat untuk TUHAN, pada hari ini tidaklah kamu mendapatnya di padang.	Dhabuna Mosa, "Jareya kakanna ba’na are teya, sabab sateya reya are Sabat, are kaangguy aistirahat, kaangguy abakte ka PANGERAN, ban ba’na ta’ kera nemmo kakanan jareya maske sakone’a e lowaranna parkemahan reya.
Enam hari lamanya kamu memungutnya, tetapi pada hari yang ketujuh ada sabat; maka roti itu tidak ada pada hari itu."	Ngala’ kakanan jareya nem are abidda, tape e are se kapeng petto’ ba’na kodu aistirahat, ban tadha’ kakanan se gaggara e are jareya."
Tetapi ketika pada hari ketujuh ada dari bangsa itu yang keluar memungutnya, tidaklah mereka mendapatnya.	E are se kapeng petto’ badha reng-oreng Isra’il se kalowar ngala’a kakanan, tape ta’ nemmo.
Sebab itu TUHAN berfirman kepada Musa: "Berapa lama lagi kamu menolak mengikuti segala perintah-Ku dan hukum-Ku?	Dhabuna PANGERAN ka Mosa, "Sampe’ bila bangsa reya se ta’ atoro’a ka Tang parenta?
Perhatikanlah, TUHAN telah memberikan sabat itu kepadamu; itulah sebabnya pada hari keenam Ia memberikan kepadamu roti untuk dua hari. Tinggallah kamu di tempatmu masing-masing, seorangpun tidak boleh keluar dari tempatnya pada hari ketujuh itu."	Kaenga’e ya, ja’ Sengko’, PANGERAN, aberri’ ka ba’na bakto saare kaangguy aistirahat. Jareya sababba arapa e are se kapeng ennem Sengko’ me’ aberri’ kakanan se cokop kaangguy kaparlowan dhu are. E are se kapeng petto’ oreng Isra’il kodu neng e bengkona kabbi, ta’ olle kalowaran."
Lalu beristirahatlah bangsa itu pada hari ketujuh.	Daddi bangsa jareya pas aistirahat e are se kapeng petto’.
Umat Israel menyebutkan namanya: manna; warnanya putih seperti ketumbar dan rasanya seperti rasa kue madu.	Kakanan jareya bi’ oreng Isra’il enyamae manna. Ropana padha ban katombar, barnana pote, rassana akantha jajan se ngangguy maddu.
Musa berkata: "Beginilah perintah TUHAN: Ambillah segomer penuh untuk disimpan turun-temurun, supaya keturunan mereka melihat roti yang Kuberi kamu makan di padang gurun, ketika Aku membawa kamu keluar dari tanah Mesir."	Dhabuna Mosa, "Badha dhabuna PANGERAN kantha reya: Ngala’ manna jareya dhu liter, pas sempen. Patao ka na’ potona, sopaja na’ potona ba’na padha’a tao ka kakanan se ebagi Sengko’ ka bangsa Isra’il e ra-ara beddhi, e bakto Sengko’ ngeba ba’na kalowar dhari Messer."
Sebab itu Musa berkata kepada Harun: "Ambillah sebuah buli-buli, taruhlah manna di dalamnya segomer penuh, dan tempatkanlah itu di hadapan TUHAN untuk disimpan turun-temurun."	Dhabuna Mosa ka Harun, "Kassa’ ngala’ pennay, esse’e manna ra-kera dhu liter, pas saba’ e ajunanna PANGERAN, sempen ron-temoron, me’ olle na’ potona pagi’ padha tao kabbi."
Seperti yang diperintahkan TUHAN kepada Musa, demikianlah buli-buli itu ditempatkan Harun di hadapan tabut hukum Allah untuk disimpan.	Daddi pennay jareya bi’ Harun esaba’ e adha’anna Petthe Parjanjiyan, esempen, menorot se edhabuwagi PANGERAN ka Mosa.
Orang Israel makan manna empat puluh tahun lamanya, sampai mereka tiba di tanah yang didiami orang; mereka makan manna sampai tiba di perbatasan tanah Kanaan.	Manna jareya se daddi kakanna oreng Isra’il saabidda pa’ polo taon, kaetong dhari are jareya sampe’ napa’ ka Kana’an, tana se la ekennengnge oreng.
Pada waktu itu Musa bersama-sama dengan orang Israel menyanyikan nyanyian ini bagi TUHAN yang berbunyi: "Baiklah aku menyanyi bagi TUHAN, sebab Ia tinggi luhur, kuda dan penunggangnya dilemparkan-Nya ke dalam laut.	Mosa ban reng-oreng Isra’il laju anyanye amolja’agi PANGERAN, "Sengko’ anyanyeya amolja’agiya PANGERAN, sabab PANGERAN la mennang tadha’ tandhinganna. Jaran ban orengnga se nompa’ padha eontallagi ka tase’.
TUHAN itu kekuatanku dan mazmurku, Ia telah menjadi keselamatanku. Ia Allahku, kupuji Dia, Ia Allah bapaku, kuluhurkan Dia.	PANGERAN reya tang kakowadan; se apareng kasalameddan. PANGERAN reya tang Allah, se esemba tang bangatowa, sengko’ anyanyeya mojiya kaagunganna.
TUHAN itu pahlawan perang; TUHAN, itulah nama-Nya.	PANGERAN reya pahlawan perrang; PANGERAN, jareya asmana.
Kereta Firaun dan pasukannya dibuang-Nya ke dalam laut; para perwiranya yang pilihan dibenamkan ke dalam Laut Teberau.	Tantara Messer ban ta-karetana eontallagi ka tase’. Para parwira peleyanna epatasellem e Tase’ Galagas tadha’ karena maske settonga.
Samudera raya menutupi mereka; ke air yang dalam mereka tenggelam seperti batu.	Badanna padha ban bato se raja nyellem ka dhasarra tase’ se dhalem.
Tangan kanan-Mu, TUHAN, mulia karena kekuasaan-Mu, tangan kanan-Mu, TUHAN, menghancurkan musuh.	Asta kanganna Junandalem, GUSTE, talebat makasambu’ ate, sabab kakowadanna maancor moso sadajana.
Dengan keluhuran-Mu yang besar Engkau meruntuhkan siapa yang bangkit menentang Engkau; Engkau melepaskan api murka-Mu, yang memakan mereka sebagai tunggul gandum.	Kalaban kakobasa’an se tadha’ bandhinganna Junandalem mangalotor sadajana manossa se ta’ atoro’ ka Junandalem. Dadukanna Junandalem akadi apoy se rabbang se makatonon moso akadi oreng ngobbar darameyan.
Karena nafas hidung-Mu segala air naik bertimbun-timbun; segala aliran berdiri tegak seperti bendungan; air bah membeku di tengah-tengah laut.	Junandalem nyerrop tase’ kantos aengnga apesa madhuwa agulung ce’ tenggina, manjeng akadi geddhung, dhasarra ekenneng lebadi oreng.
Kata musuh: Aku akan mengejar, akan mencapai mereka, akan membagi-bagi jarahan; nafsuku akan kulampiaskan kepada mereka, akan kuhunus pedangku; tanganku akan melenyapkan mereka!	Ca’epon moso, ‘Oreng Isra’il se buru rowa bi’ sengko’ eserserra pas epega’a, dhi’-andhi’na erampasa, egi-bagiya sakanca’an. Tang peddhang eonosa, epamateyana moso epatadha’a karena.’
Engkau meniup dengan taufan-Mu, lautpun menutupi mereka; sebagai timah mereka tenggelam dalam air yang hebat.	Namong, Guste, sakaleyan saos ekenneng serrop sareng Junandalem, oreng Messer padha tasellem, akadi tema se berra’ nyellem ka tase’ se dhalem.
Siapakah yang seperti Engkau, di antara para allah, ya TUHAN; siapakah seperti Engkau, mulia karena kekudusan-Mu, menakutkan karena perbuatan-Mu yang masyhur, Engkau pembuat keajaiban?	Allah se ka’imma se nandhinge Junandalem, Guste, PANGERAN Se Mahamolja sareng socce? Pasera se oneng mabadha kaajiban sareng lalakon se kasohor tadha’ bandhinganna akadi Junandalem, Guste?
Engkau mengulurkan tangan kanan-Mu; bumipun menelan mereka.	Manabi asta kangannepon Junandalem epangaceng, sadajana moso mosna tabendhem ka dhalem bume se petteng.
Dengan kasih setia-Mu Engkau menuntun umat yang telah Kautebus; dengan kekuatan-Mu Engkau membimbingnya ke tempat kediaman-Mu yang kudus.	Bangsa se epasalamet sareng Junandalem ka’dhinto, terros etonton kalaban taresna sareng esto, sabab Junandalem neptebbi janji se ampon edhabuwagi. Kalaban kakowadan se raja reng-oreng gapaneka sareng Junandalem elindhunge sarta etonton ka tanana Junandalem se socce.
Bangsa-bangsa mendengarnya, merekapun menggigil; kegentaran menghinggapi penduduk tanah Filistin.	Sa-bangsa se mereng padha katako’en; oreng Filistin padha gujuden. Para pamimpinna Edom padha katako’en; reng-oreng Mo’ab se neggu’ kakobasa’an padha ngetter. Oreng Kana’an atena kercet.
Ngeri dan takut menimpa mereka, karena kebesaran tangan-Mu mereka kaku seperti batu, sampai umat-Mu menyeberang, ya TUHAN, sampai umat yang Kauperoleh menyeberang.	Sadaja padha katako’en nyaksene kakowadanna Junandalem. E bakto ommattepon Junandalem lebat moso ta’ kobasa lang-ngalange.
Engkau membawa mereka dan Kaucangkokkan mereka di atas gunung milik-Mu sendiri; di tempat yang telah Kaubuat kediaman-Mu, ya TUHAN; di tempat kudus, yang didirikan tangan-Mu, ya TUHAN.	Isra’il sareng Junandalem ebakta ka nagara se sareng Junandalem epele menangka kalenggiyanna Junandalem, sareng Junandalem epaneptep salanjangnga e gunong se socce kaagunganna Junandalem, e kennengnganna oreng abakte ka Junandalem, se ebadhi sareng Junandalem dibi’.
TUHAN memerintah kekal selama-lamanya."	Junandalem ka’dhinto PANGERAN, Rato se marenta salanjangnga."
Ketika kuda Firaun dengan keretanya dan orangnya yang berkuda telah masuk ke laut, maka TUHAN membuat air laut berbalik meliputi mereka, tetapi orang Israel berjalan di tempat kering dari tengah-tengah laut.	E bakto jareya reng-oreng Isra’il alengka’a tase’, ajalan e dhasarra tase’ se la daddi kerreng. Tape e bakto ta-karetana bangsa Messer ban jaranna sarta reng-orengnga se nompa’ padha maso’ ka dhasarra tase’ jareya, bi’ PANGERAN aengnga epacampo pole epadaddi settong, oreng Messer padha mate tasellem kabbi.
Lalu Miryam, nabiah itu, saudara perempuan Harun, mengambil rebana di tangannya, dan tampillah semua perempuan mengikutinya memukul rebana serta menari-nari.	Saellana jareya Miriyam, se daddi nabbi bine’ rowa, embugga Harun, mondhut terbangnga. Babine’an laenna noro’ nabbu terbangnga bi’-dibi’ sambi padha atari.
Dan menyanyilah Miryam memimpin mereka: "Menyanyilah bagi TUHAN, sebab Ia tinggi luhur; kuda dan penunggangnya dilemparkan-Nya ke dalam laut."	Miriyam pas anyanye mimpin babine’an gella’, "Mara padha anyanye amolja’agi PANGERAN, sabab PANGERAN mennang e dhalem paperrangan. Jaran ban reng-orengnga se nompa’ eontallagi ka tase’ tadha’ karena."
Musa menyuruh orang Israel berangkat dari Laut Teberau, lalu mereka pergi ke padang gurun Syur; tiga hari lamanya mereka berjalan di padang gurun itu dengan tidak mendapat air.	Saellana jareya bi’ Mosa bangsa Isra’il ebakta dhari Tase’ Galagas ka sagara beddhi Syur. Se ajalan e ra-ara jareya tello are abidda. Saabidda tello are jareya ta’ nemmo aeng sakale.
Sampailah mereka ke Mara, tetapi mereka tidak dapat meminum air yang di Mara itu, karena pahit rasanya. Itulah sebabnya dinamai orang tempat itu Mara.	Saellana jareya reng-oreng Isra’il pas napa’ ka kennengngan se anyama Mara, e jadhiya badha aengnga, tape aengnga ta’ ekenneng enom, polana ce’ pae’na. Daddi kennengngan jareya enyamae Mara, artena pae’.
Lalu bersungut-sungutlah bangsa itu kepada Musa, kata mereka: "Apakah yang akan kami minum?"	Oreng Isra’il aseddhiyan ka Mosa, oca’na, "Marena pas ponapa se eenoma kaula?"
Musa berseru-seru kepada TUHAN, dan TUHAN menunjukkan kepadanya sepotong kayu; Musa melemparkan kayu itu ke dalam air; lalu air itu menjadi manis. Di sanalah diberikan TUHAN ketetapan-ketetapan dan peraturan-peraturan kepada mereka dan di sanalah TUHAN mencoba mereka,	Mosa adu’a epagu-onggu, nyo’on ka PANGERAN. PANGERAN pas noduwagi kaju ka Mosa. Bi’ Mosa kaju jareya eontallagi ka dhalem aeng gella’; aengnga laju tabar, ekenneng enom. E kennengngan jareya PANGERAN marengngagi kom-hokomma ka reng-oreng Isra’il, se kodu etoro’ ban ejalannagi. E jadhiya PANGERAN nyoba’ kaestowanna oreng Isra’il jareya.
firman-Nya: "Jika kamu sungguh-sungguh mendengarkan suara TUHAN, Allahmu, dan melakukan apa yang benar di mata-Nya, dan memasang telingamu kepada perintah-perintah-Nya dan tetap mengikuti segala ketetapan-Nya, maka Aku tidak akan menimpakan kepadamu penyakit manapun, yang telah Kutimpakan kepada orang Mesir; sebab Aku Tuhanlah yang menyembuhkan engkau."	Dhabuna PANGERAN, "Mon ba’na ngestowagi Tang oca’ epagu-onggu ban ajalannagi sabarang se bi’ Sengko’ eanggep becce’, sarta atoro’ ka sakabbinna Tang parenta, bi’ Sengko’ ba’na ta’ eokoma ban panyaket akantha se epakenneng ka oreng Messer rowa. Sabab Sengko’ reya PANGERAN se mabaras ba’na."
Sesudah itu sampailah mereka di Elim; di sana ada dua belas mata air dan tujuh puluh pohon korma, lalu berkemahlah mereka di sana di tepi air itu.	Saellana jareya reng-oreng Isra’il gella’ napa’ ka kennengngan se anyama Elim. E jadhiya badha somberra dhubellas meggi’ ban bungkana korma pettong polo po’on. Oreng Isra’il jareya laju akemah e seddi’anna aeng jareya.
Berfirmanlah TUHAN kepada Musa, demikian:	Dhabuna PANGERAN ka Mosa,
"Katakanlah kepada orang Israel, supaya mereka balik kembali dan berkemah di depan Pi-Hahirot, antara Migdol dan laut; tepat di depan Baal-Zefon berkemahlah kamu, di tepi laut.	"Kabala ka reng-oreng Isra’il, soro abali, pas soro akemah e adha’anna kottha Pi-Hahirot, e antarana kottha Migdol ban Tase’ Galagas, e seddi’anna kottha Ba’al-Zefon.
Maka Firaun akan berkata tentang orang Israel: Mereka telah sesat di negeri ini, padang gurun telah mengurung mereka.	Bi’ rato Messer reng-oreng Isra’il tanto esanggu alalana e nagara reya ban posang e ra-ara e nagara reya.
Aku akan mengeraskan hati Firaun, sehingga ia mengejar mereka. Dan terhadap Firaun dan seluruh pasukannya Aku akan menyatakan kemuliaan-Ku, sehingga orang Mesir mengetahui, bahwa Akulah TUHAN." Lalu mereka berbuat demikian.	Bi’ Sengko’ rato jareya epacengkala, epanyerserra ba’na. Tape rato Messer ban pasukanna bi’ Sengko’ epakala’a; jareya bakal madhatengnga kahormadan ka Sengko’. Daddi oreng Messer me’ olle tao ja’ Sengko’ reya PANGERAN." Oreng Isra’il atoro’ ka papakon jareya.
Ketika diberitahukan kepada raja Mesir, bahwa bangsa itu telah lari, maka berubahlah hati Firaun dan pegawai-pegawainya terhadap bangsa itu, dan berkatalah mereka: "Apakah yang telah kita perbuat ini, bahwa kita membiarkan orang Israel pergi dari perbudakan kita?"	E bakto rato Messer meyarsa kabar ja’ oreng Isra’il la ondur, rato ban ba-ponggabana pas aoba pekkeranna, ca’na reng-oreng jareya, "Baramma sengko’ ban ba’na reya? Me’ oreng Isra’il ebagi ondur, sateya Messer la ta’ andhi’ dunor pole!"
Kemudian ia memasang keretanya dan membawa rakyatnya serta.	Rato pas mondhut kareta perrangnga, sarta makompol tantarana.
Ia membawa enam ratus kereta yang terpilih, ya, segala kereta Mesir, masing-masing lengkap dengan perwiranya.	Rato pas mangkat abakta kareta perrang nem atos meggi’, iya areya sakabbinna kareta perrang se badha e Messer, genna’ ban para parwirana.
Demikianlah TUHAN mengeraskan hati Firaun, raja Mesir itu, sehingga ia mengejar orang Israel. Tetapi orang Israel berjalan terus dipimpin oleh tangan yang dinaikkan.	Bi’ PANGERAN rato jareya epacengkal, epanyerser oreng Isra’il se ajalan kalowar dhari nagara Messer sambi ejaga bi’ kobasana PANGERAN.
Adapun orang Mesir, segala kuda dan kereta Firaun, orang-orang berkuda dan pasukannya, mengejar mereka dan mencapai mereka pada waktu mereka berkemah di tepi laut, dekat Pi-Hahirot di depan Baal-Zefon.	Dineng tantara Messer ban ran-jaranna, ta-karetana ban reng-orengnga se nompa’ ta-kareta jareya, nyerser oreng Isra’il. Se eserser ecapo’ e kennengnganna se akemah, e seddi’anna Tase’ Galagas e ma’-semma’na Pi-Hahirot e adha’anna Ba’al-Zefon.
Ketika Firaun telah dekat, orang Israel menoleh, maka tampaklah orang Mesir bergerak menyusul mereka. Lalu sangat ketakutanlah orang Israel dan mereka berseru-seru kepada TUHAN,	E bakto oreng Isra’il padha nangale’e rato Messer ban tantarana dhateng, kabbi padha katako’en, laju aera’ menta tolong ka PANGERAN.
dan mereka berkata kepada Musa: "Apakah karena tidak ada kuburan di Mesir, maka engkau membawa kami untuk mati di padang gurun ini? Apakah yang kauperbuat ini terhadap kami dengan membawa kami keluar dari Mesir?	Ca’na reng-oreng jareya ka Mosa, "Ponapa e Messer tadha’ tana koburan, me’ daddi kaula egiba epamateya e sagara beddhi paneka? Paneka’ ollena sampeyan se abakta kaula dhari Messer!
Bukankah ini telah kami katakan kepadamu di Mesir: Janganlah mengganggu kami dan biarlah kami bekerja pada orang Mesir. Sebab lebih baik bagi kami untuk bekerja pada orang Mesir dari pada mati di padang gurun ini."	Kaula gu ta’ ampon mator ka sampeyan ja’ masthe badha kadaddiyan kadi paneka? Kaula ampon ngoca’ diggal tekka’a ekadunor oreng Messer; kaula ja’ rok-erok. Lebbi becce’ daddi dunorra oreng Messer etembang mate e ra-ara paneka."
Tetapi berkatalah Musa kepada bangsa itu: "Janganlah takut, berdirilah tetap dan lihatlah keselamatan dari TUHAN, yang akan diberikan-Nya hari ini kepadamu; sebab orang Mesir yang kamu lihat hari ini, tidak akan kamu lihat lagi untuk selama-lamanya.	Dhabuna Mosa, "Ella, ja’ tako’! Tahan terros, dhaggi’ ba’na bakal taowa apa se bakal elampa’agiya PANGERAN se nolonga ba’na. Ba’na ta’ kera tatemmo bi’ reng-oreng Messer rowa pole.
TUHAN akan berperang untuk kamu, dan kamu akan diam saja."	PANGERAN se alabannagiya ka mosona ba’na, ba’na ta’ osa apa-rapa."
Berfirmanlah TUHAN kepada Musa: "Mengapakah engkau berseru-seru demikian kepada-Ku? Katakanlah kepada orang Israel, supaya mereka berangkat.	Dhabuna PANGERAN ka Mosa, "Arapa ba’na me’ ra’-era’an menta tolong? Soro ajalan terros reng-oreng jareya.
Dan engkau, angkatlah tongkatmu dan ulurkanlah tanganmu ke atas laut dan belahlah airnya, sehingga orang Israel akan berjalan dari tengah-tengah laut di tempat kering.	Angka’ tongkedda ba’na jareya, pangaceng e attasanna tase’ jareya. Aengnga tanto pas apesa madhuwa, reng-oreng Isra’il bakal ngennenga ajalan e dhasarra se kerreng.
Tetapi sungguh Aku akan mengeraskan hati orang Mesir, sehingga mereka menyusul orang Israel, dan terhadap Firaun dan seluruh pasukannya, keretanya dan orangnya yang berkuda, Aku akan menyatakan kemuliaan-Ku.	Bi’ Sengko’ reng-oreng Messer epacengkala parana, terrosa nyerser oreng Isra’il. Sengko’ noduwagiya ja’ Sengko’ kobasa ka rato Messer, ka tantarana ban ta-kareta perrangnga ban ka reng-oreng se nompa’ ta-kareta jareya.
Maka orang Mesir akan mengetahui, bahwa Akulah TUHAN, apabila Aku memperlihatkan kemuliaan-Ku terhadap Firaun, keretanya dan orangnya yang berkuda."	Mon reng-oreng Messer jareya epakala bi’ Sengko’, tanto Sengko’ pas ehormadi, ban reng-oreng Messer tanto pas tao ja’ Sengko’ reya PANGERAN."
Kemudian bergeraklah Malaikat Allah, yang tadinya berjalan di depan tentara Israel, lalu berjalan di belakang mereka; dan tiang awan itu bergerak dari depan mereka, lalu berdiri di belakang mereka.	Malaekadda Allah, se badha e adha’anna pasukan Isra’il, ngalle ka budhi. Pelar ondhem gella’ ngalle keya ka budhiyanna sampe’ badha
